C:\Users\jakub\OneDrive\Pulpit\Data\IMG\center_2024_02_25_15_47_07_357.jpg,C:\Users\jakub\OneDrive\Pulpit\Data\IMG\left_2024_02_25_15_47_07_357.jpg,C:\Users\jakub\OneDrive\Pulpit\Data\IMG\right_2024_02_25_15_47_07_357.jpg,0,1,0,30.19029
C:\Users\jakub\OneDrive\Pulpit\Data\IMG\center_2024_02_25_15_47_07_423.jpg,C:\Users\jakub\OneDrive\Pulpit\Data\IMG\left_2024_02_25_15_47_07_423.jpg,C:\Users\jakub\OneDrive\Pulpit\Data\IMG\right_2024_02_25_15_47_07_423.jpg,0,1,0,30.19032
C:\Users\jakub\OneDrive\Pulpit\Data\IMG\center_2024_02_25_15_47_07_493.jpg,C:\Users\jakub\OneDrive\Pulpit\Data\IMG\left_2024_02_25_15_47_07_493.jpg,C:\Users\jakub\OneDrive\Pulpit\Data\IMG\right_2024_02_25_15_47_07_493.jpg,0,1,0,30.19027
C:\Users\jakub\OneDrive\Pulpit\Data\IMG\center_2024_02_25_15_47_07_560.jpg,C:\Users\jakub\OneDrive\Pulpit\Data\IMG\left_2024_02_25_15_47_07_560.jpg,C:\Users\jakub\OneDrive\Pulpit\Data\IMG\right_2024_02_25_15_47_07_560.jpg,0,1,0,30.19032
C:\Users\jakub\OneDrive\Pulpit\Data\IMG\center_2024_02_25_15_47_07_627.jpg,C:\Users\jakub\OneDrive\Pulpit\Data\IMG\left_2024_02_25_15_47_07_627.jpg,C:\Users\jakub\OneDrive\Pulpit\Data\IMG\right_2024_02_25_15_47_07_627.jpg,0,1,0,30.19031
C:\Users\jakub\OneDrive\Pulpit\Data\IMG\center_2024_02_25_15_47_07_696.jpg,C:\Users\jakub\OneDrive\Pulpit\Data\IMG\left_2024_02_25_15_47_07_696.jpg,C:\Users\jakub\OneDrive\Pulpit\Data\IMG\right_2024_02_25_15_47_07_696.jpg,0,1,0,30.19029
C:\Users\jakub\OneDrive\Pulpit\Data\IMG\center_2024_02_25_15_47_07_763.jpg,C:\Users\jakub\OneDrive\Pulpit\Data\IMG\left_2024_02_25_15_47_07_763.jpg,C:\Users\jakub\OneDrive\Pulpit\Data\IMG\right_2024_02_25_15_47_07_763.jpg,0,1,0,30.1903
C:\Users\jakub\OneDrive\Pulpit\Data\IMG\center_2024_02_25_15_47_07_830.jpg,C:\Users\jakub\OneDrive\Pulpit\Data\IMG\left_2024_02_25_15_47_07_830.jpg,C:\Users\jakub\OneDrive\Pulpit\Data\IMG\right_2024_02_25_15_47_07_830.jpg,0,1,0,30.19031
C:\Users\jakub\OneDrive\Pulpit\Data\IMG\center_2024_02_25_15_47_07_898.jpg,C:\Users\jakub\OneDrive\Pulpit\Data\IMG\left_2024_02_25_15_47_07_898.jpg,C:\Users\jakub\OneDrive\Pulpit\Data\IMG\right_2024_02_25_15_47_07_898.jpg,0,1,0,30.19029
C:\Users\jakub\OneDrive\Pulpit\Data\IMG\center_2024_02_25_15_47_07_965.jpg,C:\Users\jakub\OneDrive\Pulpit\Data\IMG\left_2024_02_25_15_47_07_965.jpg,C:\Users\jakub\OneDrive\Pulpit\Data\IMG\right_2024_02_25_15_47_07_965.jpg,0,1,0,30.1903
C:\Users\jakub\OneDrive\Pulpit\Data\IMG\center_2024_02_25_15_47_08_031.jpg,C:\Users\jakub\OneDrive\Pulpit\Data\IMG\left_2024_02_25_15_47_08_031.jpg,C:\Users\jakub\OneDrive\Pulpit\Data\IMG\right_2024_02_25_15_47_08_031.jpg,0,1,0,30.19031
C:\Users\jakub\OneDrive\Pulpit\Data\IMG\center_2024_02_25_15_47_08_100.jpg,C:\Users\jakub\OneDrive\Pulpit\Data\IMG\left_2024_02_25_15_47_08_100.jpg,C:\Users\jakub\OneDrive\Pulpit\Data\IMG\right_2024_02_25_15_47_08_100.jpg,-0.15,1,0,30.18424
C:\Users\jakub\OneDrive\Pulpit\Data\IMG\center_2024_02_25_15_47_08_167.jpg,C:\Users\jakub\OneDrive\Pulpit\Data\IMG\left_2024_02_25_15_47_08_167.jpg,C:\Users\jakub\OneDrive\Pulpit\Data\IMG\right_2024_02_25_15_47_08_167.jpg,0,1,0,30.18595
C:\Users\jakub\OneDrive\Pulpit\Data\IMG\center_2024_02_25_15_47_08_235.jpg,C:\Users\jakub\OneDrive\Pulpit\Data\IMG\left_2024_02_25_15_47_08_235.jpg,C:\Users\jakub\OneDrive\Pulpit\Data\IMG\right_2024_02_25_15_47_08_235.jpg,0,1,0,30.19013
C:\Users\jakub\OneDrive\Pulpit\Data\IMG\center_2024_02_25_15_47_08_303.jpg,C:\Users\jakub\OneDrive\Pulpit\Data\IMG\left_2024_02_25_15_47_08_303.jpg,C:\Users\jakub\OneDrive\Pulpit\Data\IMG\right_2024_02_25_15_47_08_303.jpg,0,1,0,30.30532
C:\Users\jakub\OneDrive\Pulpit\Data\IMG\center_2024_02_25_15_47_08_370.jpg,C:\Users\jakub\OneDrive\Pulpit\Data\IMG\left_2024_02_25_15_47_08_370.jpg,C:\Users\jakub\OneDrive\Pulpit\Data\IMG\right_2024_02_25_15_47_08_370.jpg,0,1,0,30.14947
C:\Users\jakub\OneDrive\Pulpit\Data\IMG\center_2024_02_25_15_47_08_437.jpg,C:\Users\jakub\OneDrive\Pulpit\Data\IMG\left_2024_02_25_15_47_08_437.jpg,C:\Users\jakub\OneDrive\Pulpit\Data\IMG\right_2024_02_25_15_47_08_437.jpg,0,1,0,30.19597
